BL record ID;Title;Standardised title;Other titles;Composer;Composer life dates;Other names;Publication date (standardised);Country of publication;Place of publication;Publisher;Notes;Contents;Subject/genre terms;Voices;Titles madrigals
4736017;If thy deceitful Looks. Madrigal for S. S. A. T. B. ... Edited by L. Benson;Madrigals to 3. 4. 5. and 6. Voyces;;Weelkes, Thomas;1575-1623;;1910;;;;;;;"3; 4; 5; 6";If thy deceitful Looks
4736018;Thomas Weelkes' Madrigals to Three, Four, Five and Six Voices ... Lady, your spotless Feature. Edited and adapted for male voices by E. H. Fellowes;Madrigals to 3. 4. 5. and 6. Voyces;;Weelkes, Thomas;1575-1623;Fellowes, Edmund Horace;1923;England;London;Stainer & Bell;;;;"3; 4; 5; 6";Lady, your spotless Feature.
4736019;Loe, Countrie Sports. [Madrigal] ... Edited by L. Benson;Madrigals to 3. 4. 5. and 6. Voyces;;Weelkes, Thomas;1575-1623;;1899;;;;;;;"3; 4; 5; 6";Loe, Countrie Sports.
4736020;Lo! Country Sports. Madrigal for four voices;Madrigals to 3. 4. 5. and 6. Voyces;;Weelkes, Thomas;1575-1623;;1906;;;;;;;"3; 4; 5; 6";Loe, Countrie Sports.
4736023;Make haste, ye lovers! Madrigal;Madrigals to 3. 4. 5. and 6. Voyces;;Weelkes, Thomas;1575-1623;;1859;;;;;;;"3; 4; 5; 6";Make haste, ye lovers!
4736024;Thomas Weelkes' Madrigals to Three, Four, Five and Six Voices ... Our Country Swains. Edited and adapted for male voices by E. H. Fellowes;Madrigals to 3. 4. 5. and 6. Voyces;;Weelkes, Thomas;1575-1623;Fellowes, Edmund Horace;1923;England;London;Stainer & Bell;;;;"3; 4; 5; 6";Our Country Swains.
4736025;Say, Dear, when will your Frowning? [Six-part madrigal.] Transposed edition. Edited by E. H. Fellowes;Madrigals to 3. 4. 5. and 6. Voyces;;Weelkes, Thomas;1575-1623;Fellowes, Edmund Horace;1924;England;London;Stainer & Bell;;;;"3; 4; 5; 6";Say, Dear, when will your Frowning?
4736026;Thomas Weelkes' Madrigals to Three, Four, Five and Six Voices ... Those Spots upon my Lady's Face. Edited and adapted for male voices by E. H. Fellowes;Madrigals to 3. 4. 5. and 6. Voyces;;Weelkes, Thomas;1575-1623;Fellowes, Edmund Horace;1923;England;London;Stainer & Bell;;;;"3; 4; 5; 6";Those Spots upon my Lady's Face.
4736028;Thomas Weelkes' Madrigals to Three, Four, Five and Six Voices ... Those sweet delightful Lilies. Edited and adapted for male voices by E. H. Fellowes;Madrigals to 3. 4. 5. and 6. Voyces;;Weelkes, Thomas;1575-1623;Fellowes, Edmund Horace;1923;England;London;Stainer & Bell;;;;"3; 4; 5; 6";Those sweet delightful Lilies.
4736029;Young Cupid. A Madrigal, etc;Madrigals to 3. 4. 5. and 6. Voyces;;Weelkes, Thomas;1575-1623;;1885;England;London;;;;;"3; 4; 5; 6";Young Cupid.
4736030;Madrigals of 5. and 6. Parts, apt for the Viols and voices, etc. Canto. (Alto.) (Tenore.) (Basso.) (Quinto.) (Sesto.);Madrigals. voices (5-6);;Weelkes, Thomas;1575-1623;;1600;England;London;Thomas Este, the assigne of Thomas Morley;The five and six part madrigals have separate titlepages and dedications, but the register is continuous;;;"5; 6";
4736031;Madrigals of 5. and 6. Parts, apt for the Viols and voices, etc. Canto. (Alto.) (Tenore.) (Basso.) (Quinto.) (Sesto.);Madrigals. voices (5-6);;Weelkes, Thomas;1575-1623;;1600;England;London;Thomas Este, the assigne of Thomas Morley;Another copy of K.3.k.16. Canto.];;;"5; 6";
4736032;Madrigals of five parts. (Published in 1600.);Madrigals. voices (5-6). Selections;;Weelkes, Thomas;1575-1623;;1916;;;;;;;5;
4736033;Madrigals of six parts. (Published in 1600.);Madrigals. voices (5-6). Selections;;Weelkes, Thomas;1575-1623;;1916;;;;;;;6;
4736034;Madrigals of five and six Parts. (1600.) <Edited by Edmund H. Fellowes. Revised by Thurston Dart.>;Madrigals. voices (5-6);;Weelkes, Thomas;1575-1623;;1968;England;London;Stainer & Bell;;;;"5; 6";
4736035;As wanton Birds. Madrigal for five voices. Edited ... by W. B. Squire;Madrigals. voices (5-6). As wanton birds;;Weelkes, Thomas;1575-1623;Squire, William Barclay;1889;England;London;S Lucas, Weber & Co;;;;5;As wanton Birds.
4736036;Cold winter's ice is fled'. Madrigal for five voices, arranged by T. Oliphant;Madrigals. voices (5-6). Cold winters ice is fled. arranged;;Weelkes, Thomas;1575-1623;Oliphant, Thomas;1847;England;London;;;;;5;Cold winter's ice is fled
4736037;Cold Winter's Ice is fled and gone. Madrigal for S. S. A. T. B. ... Edited by L. Benson;Madrigals. voices (5-6). Cold winters ice is fled;;Weelkes, Thomas;1575-1623;;1915;;;;;;;5;Cold winter's ice is fled
4736039;Lady, the birds right fairly. Madrigal for 5 voices arranged by T. Oliphant;Madrigals. voices (5-6). Lady the birds right fairely. arranged;;Weelkes, Thomas;1575-1623;Oliphant, Thomas;1853;England;London;;;;;5;Lady, the birds right fairly
4736042;Like two proud armies. Madrigal;Madrigals. voices (5-6). Like two proud armies;;Weelkes, Thomas;1575-1623;;1875;England;London;;No. 31 of the 'Collegiate Series';;;5;Like two proud armies.
4736044;Mars in a Fury. Mars gegen Venus. Sechsstimmiges Madrigal ... Deutscher Text von J. Bernhoff, etc;;Madrigals;Weelkes, Thomas;1575-1623;Weelkes, Thomas, Mars in a furie;1908;;;;;;;6;Mars in a Fury. Mars gegen Venus.
4736046;Now let us make a merry greeting,' madrigal, arranged by T. Oliphant;Madrigals. voices (5-6). Now let us make a merry greeting. arranged;;Weelkes, Thomas;1575-1623;Oliphant, Thomas;1838;England;London;;;;;;Now let us make a merry greeting
4736047;Come let us make a merry Greeting, madrigal [for five voices] ... Arranged by Thos Oliphant;Madrigals. voices (5-6). Now let us make a merry greeting. arranged;;Weelkes, Thomas;1575-1623;Oliphant, Thomas;1840;England;London;The Editor;;;;5;Now let us make a merry greeting
4736052;Thule, the Period of Cosmography. - Thule, die Grenze der Kosmographie. - Sechsstimmiges Madrigal ... Deutscher Text von J. Bernhoff, etc;;Madrigals;Weelkes, Thomas;1575-1623;Weelkes, Thomas, Thule the period of cosmographie;1909;;;;;;;6;Thule, the Period of Cosmography. Thule, die Grenze der Kosmographie.
4736055;When Thoralis delights to walk. Madrigal, etc;Madrigals. voices (5-6). When Thoralis delights to walke;;Weelkes, Thomas;1575-1623;;1908;;;;;;;;When Thoralis delights to walk.
4738881;Collected Works. Edited by Carol MacClintock with the collaboration of Melvin Burnstein [sic];;;Wert, Giaches de;1535-1596;"MacClintock, Carol ; Bernstein, Melvin";1961;Italy;Rome;American Institute of Musicology;"1. Madrigals. <Madrigali in Cinque voci, libro primo, 1588.> <C. MacClintock.> pp.iii, 126, 1961 ; 2. Madrigals. (Madrigali a cinque voci, libro secondo, 1561.) (C. MacClintock.) pp.98. 1962 ; 4. Madrigals. (Madrigali a cinque voci, libro iv, 1567.) (C. MacClintock.) pp.vii. 82. 1965 ; 6. Madrigals. Il sesto libro di madrigali a cinque voci (1577). (C. MacClintock.) pp.vii. 110. 1966 ; 8. Madrigals. L'Ottavo libro de madrigali a cinque voci, 1586. (C. MacClintock.) pp.viii. 68. 1968 ; 10. Il Decimo libro de madrigali a cinque voci 1591. <C. MacClintock.> pp.xi. 61. 1970 ; 12. L'undecimo libro de madigali a cinque voci 1595. <C. MacClintock. M. Bernstein.> pp.xi. 57. 1972 ; 14. Il Primo libro delle canzonette villanelle a cinque voci 1589. Additional madrigals (1564-1616). <C. MacClintock.> pp.xvi. 94. 1973 ; 16. Modulationum cum sex vocibus. Liber primus (1581). (M. Bernstein.) pp.ix. 106. 1973 ; Printed in the U.S.A";;;5;
4738883;Vier Madrigale und drei Kanzonetten zu 5 Stimmen. Herausgegeben von Carol MacClintock. Ital.& Ger;;;Wert, Giaches de;1535-1596;MacClintock, Carol;1970;Germany (East);Wolfenbüttel;Möseler Verlag;;;;5;
4738887;Di Giaches de Wert Il Primo Libro de Madrigali a Cinque Voci, nouamente Ristampati. Alto. (Basso.);;;Wert, Giaches de;1535-1596;;1583;Italy;Venetia;Appresso Angelo Gardano;;;;5;
4738889;Di Giaches de Wert Il Primo Libro de Madrigali a Quattro Voci, Nouamente Ristampato. Canto. (Alto.) (Tenore.) (Basso.);;;Wert, Giaches de;1535-1596;;1583;Italy;Venetia;Appresso Angelo Gardano;;;;4;
4738890;Chi salira per me. - Mein Verstand. - Vierstimmiges Madrigal ... Deutscher Text von T. Rehbaum, etc;Il Primo Libro de Madregali a Quatro uoci;;Wert, Giaches de;1535-1596;;1902;;;;;;;4;Chi salira per me. Mein Verstand.
4738892;Di Giaches de Wert Il Secondo Libro de Madrigali a Cinque Voci, Nouamente Ristampati. Canto. (Alto.) (Tenore.) (Basso.) (Quinto.);;;Wert, Giaches de;1535-1596;;1596;Italy;Venetia;Appresso Angelo Gardano;;;;5;
4738893;Di Giaches de Wert il Terzo Libro di Madrigali a Cinque Voci, Nouamente per Antonio Gardano ristampato, etc. Canto;;;Wert, Giaches de;1535-1596;;1566;Italy;Venetia;Appresso di Antonio Gardano;;;;5;
4738894;Di Giaches de Wert Il Terzo Libro de Madrigali a Cinque Voci, Nouamente Ristampato. Alto. (Basso.);;;Wert, Giaches de;1535-1596;;1592;Italy;Venetia;Appresso Angelo Gardano;;;;5;
4738895;Di Giaches de Wert Il Quarto Libro de Madrigali a Cinque Voci, Nouamente Ristampati. Alto. (Basso.);;;Wert, Giaches de;1535-1596;;1583;Italy;Venetia;Appresso Angelo Gardano;;;;5;
4738896;Di Giaches de Wert il Quinto Libro de Madrigali a Cinque, Sei, et Sette Voci. Nouamente Composti & dati in Luce. Libro Quinto. Canto. (Alto.) (Tenore.) (Quinto.);;;Wert, Giaches de;1535-1596;;1571;Italy;Venetia;Apresso Li Figliuoli di Antonio Gardano;;;;"5; 6; 7";
4738897;Di Giaches de Wert Il Quinto Libro de Madrigali a Cinque, Sei, et Sette Voci: Nouamente Ristampato. Alto;;;Wert, Giaches de;1535-1596;;1580;Italy;Venetia;Appresso Angelo Gardano;;;;"5; 6; 7";
4738898;Di Giaches de Wert Il Sesto Libro de Madrigali a Cinque Voci. Nouamente posti in luce. Canto. (Alto.) (Tenore.) (Basso.) (Quinto.);;;Wert, Giaches de;1535-1596;;1577;Italy;Vineggia;Appresso l'herede di Girolamo Scotto;;;;5;
4738899;Di Giaches di Wert Il Sesto Libro de Madrigali a Cinque Voci. Nouamente ristampati. Canto;;;Wert, Giaches de;1535-1596;;1584;Italy;Vinegia;Appresso l'Herede di Girolamo Scotto;;;;5;
4738900;Di Giaches de Wert Il Sesto Libro de Madrigali a Cinque et Sei Voci. Nouamente Ristampato. Alto. (Basso.);;;Wert, Giaches de;1535-1596;;1592;Italy;Venetia;Apresso Angelo Gardano;;;;"5; 6";
4738901;Di Giaches de Wert Il Settimo Libro de Madrigali a Cinque Voci Nouamente Composto, & dato in luce. Alto. (Basso.);;;Wert, Giaches de;1535-1596;;1581;Italy;Venetia;Appresso Angelo Gardano;;;;5;
4738902;Di Giaches de Wert L'Ottavo Libro de Madrigali a Cinque Voci, Nouamente Composto, & dato in luce. Canto. (Alto.) (Tenore.) (Basso.) (Quinto.);;;Wert, Giaches de;1535-1596;;1586;Italy;Venetia;Appresso Angelo Gardano;;;;5;
4738904;Di Giaches de Wert Il Nono Libro, de Madrigali a Cinque et Sei Voci, Nouamente Composto, & dato in luce. Canto. (Alto.) (Tenore.) (Basso.);;;Wert, Giaches de;1535-1596;;1588;Italy;Venetia;Appresso Angelo Gardano;;;;"5; 6";
4738905;Di Giaches de Wert Il Decimo Libro de Madrigali a Cinque Voci, Nouamenti Composto, & dato in luce. Canto. (Alto.) (Tenore.) (Basso.) (Quinto.);;;Wert, Giaches de;1535-1596;;1591;Italy;Venetia;Appresso Angelo Gardano;;;;5;
4738906;Di Giaches de Wert L'Undecimo Libro de Madrigali a Cinque Voci. Nouamente Composto & dato in luce. Alto. (Basso.);;;Wert, Giaches de;1535-1596;;1595;Italy;Venetia;Appresso Angelo Gardano;;;;5;
4745506;Madrigals for three Voices ... First published ... in 1598 and 1609. Revised, corrected and put into score by Thomas Warren, etc;Madrigals. Selections;;Wilbye, John;1574-1638;Warren, Edmund Thomas;1784;England;London;Printed for the Editor;With a photographic facsimile of an invitation to subscription, dated 25 Nov. 1783, inserted;;;3;
4745507;The Works of John Wilbye edited by James Turle ... and G. W. Budd. <The First Set of Madrigals ... edited by James Turle.-The Second Set of Madrigals ... edited by George William Budd.-Supplement.>;Collections;;Wilbye, John;1574-1638;"Budd, George William ; Turle, James";1841;England;London;;;;;;
4745513;The Lady Oriana. Madrigal for six voices ... No. 16 of 'The Triumphs of Oriana.' Edited by L. Benson;The Lady Oriana;;Wilbye, John;1574-1638;;1906;;;;;;;6;The Lady Oriana.
4745518;The First Set of English Madrigals to 3. 4. 5. and 6. voices, etc. Cantus. (Altus.) (Tenor.) (Bassus.) (Quintus.) (Sextus.);Madrigals. voices (3-6). set 1;;Wilbye, John;1574-1638;;1598;England;London;Thomas Este;;;;"3; 4; 5; 6";
4745519;The First Set of English Madrigals to 3. 4. 5. and 6. voices, etc. Cantus. (Altus.) (Tenor.) (Bassus.) (Quintus.) (Sextus.);Madrigals. voices (3-6). set 1;;Wilbye, John;1574-1638;;1598;England;London;Thomas Este;Another copy of K.3.k.17;;;"3; 4; 5; 6";
4745520;The First Set of English Madrigals to 3. 4. 5. and 6. voices, etc. Cantus. (Altus.) (Tenor.) (Bassus.) (Quintus.) (Sextus.);Madrigals. voices (3-6). set 1;;Wilbye, John;1574-1638;;1598;England;London;Thomas Este;Another copy of Hirsch iii .1150;;;"3; 4; 5; 6";
4745521;The First Set of English Madrigals to 3. 4. 5. and 6. voices, etc. Cantus. (Altus.) (Tenor.) (Bassus.) (Quintus.) (Sextus.);Madrigals. voices (3-6). set 1;;Wilbye, John;1574-1638;;1598;England;London;Thomas Este;Another copy of R.M.15.e.2.(7.) Altus.];;;"3; 4; 5; 6";
4745522;The first set of English madrigals to 3. 4. 5. and 6. voices ... At London: printed by Thomas Este. 1598. [A facsimile.];Madrigals. voices (3-6). set 1;;Wilbye, John;1574-1638;;1972;Netherlands;"Amsterdam ; New York";"Theatrum orbis terrarum ; Da Capo Press";;;Madrigals;"3; 4; 5; 6";
4745523;The First Set of Madrigals, for three, four, five and six voices ... Edited by J. Turle, etc;Madrigals. voices (3-6). set 1;;Wilbye, John;1574-1638;Turle, James;1841;England;London;Chappell;This is another copy of part of the edition entered above, under collections, with the title, 'The Works of John Wilbye';;;"3; 4; 5; 6";
4745524;First Set of Madrigals. (1598.) <Edited by Edmund H. Fellowes. Revised by Thurston Dart.>;Madrigals. voices (3-6). set 1;;Wilbye, John;1574-1638;;1966;England;London;Stainer & Bell;;;Madrigals;;
4745525;Adieu, sweet Amarillis. Madrigal for four voices. Edited by J. F. Bridge;Madrigals. voices (3-6). set 1. Adew, sweet Amarillis;;Wilbye, John;1574-1638;;1891;;;;;;;4;Adieu, sweet Amarillis.
4745527;Adieu, sweet Amarillis. Madrigal for four voices;Madrigals. voices (3-6). set 1. Adew, sweet Amarillis;;Wilbye, John;1574-1638;;1906;;;;;;;4;Adieu, sweet Amarillis.
4745530;Adieu, sweet Amarillis. Madrigal for four voices ... Edited by J. F. Bridge;Madrigals. voices (3-6). set 1. Adew, sweet Amarillis;;Wilbye, John;1574-1638;;1891;England;London;Novello & Co;;;;4;Adieu, sweet Amarillis.
4745534;Alas! what Hope of Speeding. Madrigal for four voices;Madrigals. voices (3-6). set 1. Alas, what hope of speeding;;Wilbye, John;1574-1638;;1907;;;;;;;4;Alas! what Hope of Speeding.
4745536;John Wilbye's First Set of Madrigals ... Away! thou shalt not love me. Edited and adapted for male voices by E. H. Fellowes;Madrigals. voices (3-6). set 1. Away, thou shalt not love me. arranged;;Wilbye, John;1574-1638;Fellowes, Edmund Horace;1923;England;London;Stainer & Bell;;;;;Away! thou shalt not love me.
4745537;John Wilbye's First Set of Madrigals ... Ay me! can every Rumour? Edited and adapted for male voices by E. H. Fellowes;Madrigals. voices (3-6). set 1. Ay mee, can every rumour. arranged;;Wilbye, John;1574-1638;Fellowes, Edmund Horace;1923;England;London;Stainer & Bell;;;;;Ay me! can every Rumour?
4745538;John Wilbye's First Set of Madrigals ... Cruel, behold my heavy Ending. Edited and adapted for male voices by E. H. Fellowes;Madrigals. voices (3-6). set 1. Cruell, behold my heavie ending. arranged;;Wilbye, John;1574-1638;Fellowes, Edmund Horace;1923;England;London;Stainer & Bell;;;;;Dear Pity, how? ah how?
4745539;John Wilbye's First Set of Madrigals ... Dear Pity, how? ah how? Edited and adapted for male voices by E. H. Fellowes;Madrigals. voices (3-6). set 1. Deere pitie, how? ah how?. arranged;;Wilbye, John;1574-1638;Fellowes, Edmund Horace;1923;England;London;Stainer & Bell;;;;;Flora gave me fairest Flowers.
4745540;Flora gave me fairest Flowers. Madrigal, etc;Madrigals. voices (3-6). set 1. Flora gave mee fairest flowers;;Wilbye, John;1574-1638;;1780;England;London;Printed for S Babb;;;;;Flora gave me fairest Flowers.
4745541;Flora gave me fairest Flowers. Madrigal. Compos'd by Jno. Willye [sic]. 1609 [sic];Madrigals. voices (3-6). set 1. Flora gave mee fairest flowers;;Wilbye, John;1574-1638;;1800;England;London;Printed for J Dale;;;;;Flora gave me fairest Flowers.
4745542;Flora gave me fairest Flowers, madrigal ... Arranged by Thos Oliphant, etc;Madrigals. voices (3-6). set 1. Flora gave mee fairest flowers. arranged;;Wilbye, John;1574-1638;Oliphant, Thomas;1845;England;London;Addison & Hodson;;;;;Flora gave me fairest Flowers.
4745543;Flora gave me fairest Flowers. Madrigal. 5 Voices;Madrigals. voices (3-6). set 1. Flora gave mee fairest flowers;;Wilbye, John;1574-1638;;1847;England;;;;;;5;Flora gave me fairest Flowers.
4745544;Flora gave me fairest flowers. Madrigal for 5 voices;Madrigals. voices (3-6). set 1. Flora gave mee fairest flowers;;Wilbye, John;1574-1638;;1858;England;London;;No. 10 of the 'Cyclopedia of Music. Select Glees, etc.';;;5;Flora gave me fairest Flowers.
4745545;Flora gave me fairest flowers : madrigal;Madrigals. voices (3-6). set 1. Flora gave mee fairest flowers;;Wilbye, John;1574-1638;Leslie, Henry;1867;England;"London ; New York";Cassell, Petter and Galpin;;;;5;Flora gave me fairest Flowers.
4745547;Flora gave me fairest Flowers. Madrigal for five voices. Edited by H. Leslie;Madrigals. voices (3-6). set 1. Flora gave mee fairest flowers;;Wilbye, John;1574-1638;;1902;England;London;Novello & Co;;;;5;Flora gave me fairest Flowers.
4745549;Lady, when I behold. Madrigal;Madrigals. voices (3-6). set 1. Lady when I beehold;;Wilbye, John;1574-1638;;1859;;;;;;;6;Lady, when I behold
4745550;Lady when I behold the Roses sprouting. Madrigal for S. S. A. T. T. B. ... Edited by L. Benson;Madrigals. voices (3-6). set 1. Lady when I beehold (voices (6));;Wilbye, John;1574-1638;;1914;;;;;;;6;Lady, when I behold
4745552;Lady, when I behold ... Madrigal for SATB ... Y cyfieithiad cymraeg gan John Eilian. Versione italiana di Paolo Colacicchi ... Arr. by W. S. Gwynn Williams;;Madrigals;Wilbye, John;1574-1638;"Gwynn Williams, W. S. (William Sidney) ; Wilbye, John, set 1, Lady, when I beehold (voices (4))";1952;Wales;Llangollen;Gwynn Publishing Co;;;;4;Lady, when I behold
4745555;Sweet Love, if thou wilt gaine ... [Madrigal for six voices.] Edited by L. Benson;Madrigals. voices (3-6). set 1. Sweet love, if thou wilt gaine a monarches glory;;Wilbye, John;1574-1638;;1899;;;;;;;6;Sweet love, if thou wilt gaine a monarches glory
