,Madrigal,Composer single madrigal,Voices,Keywords,Composer collection,Keywords_en
1722,Al suon de le dolcissime parole,,6,"['suon', 'dolcissime', 'parole']",Luca Marenzio,"['sound', 'sweetest', 'words']"
1723,Io morirò d'Amore,,6,"['morirò', ""d'amore""]",Luca Marenzio,['love']
1724,Giunt'a vn bel font'il trasmutato in fiore,,6,"[""giunt'a"", 'vn', 'bel', ""font'il"", 'trasmutato', 'fiore']",Luca Marenzio,"['arrived', 'beautiful', ""font'il"", 'transmuted', 'flower']"
1725,Con la sua man la mia Madonna,,6,['madonna'],Luca Marenzio,"['hand', 'madonna']"
1726,Con dolce sguardo alquant'acerb'in vista (prima parte) Di lagrime indi sparge'vn ruscelletto (seconda parte),,6,"['dolce', 'sguardo', ""alquant'acerb'in"", 'vista', '(prima', 'parte)', 'lagrime', 'indi', ""sparge'vn"", 'ruscelletto', '(seconda', 'parte)']",Luca Marenzio,"['sweet', 'gaze', 'somewhat', 'green', 'sight', '(first', 'part)', 'tears', ""spread'vn"", 'stream', '(second', 'part)']"
1727,Vatene anima mia,,6,"['vatene', 'anima']",Luca Marenzio,"['go', 'away', 'soul']"
1728,Nel piu fiorito Aprile,,6,"['piu', 'fiorito', 'aprile']",Luca Marenzio,"['flowery', 'april']"
1729,In vn bel bosco di leggiadre fronde (prima parte) Dolce laccio o vaghe reti o bosco Vezzoso (seconda parte),,6,"['vn', 'bel', 'bosco', 'leggiadre', 'fronde', '(prima', 'parte)', 'dolce', 'laccio', 'vaghe', 'reti', 'bosco', 'vezzoso', '(seconda', 'parte)']",Luca Marenzio,"['beautiful', 'forest', 'graceful', 'fronds', '(first', 'part)', 'sweet', 'snare', 'vague', 'nets', 'charming', 'forest', '(second', 'part)']"
1730,In vn lucido rio,,6,"['vn', 'lucido', 'rio']",Luca Marenzio,"['vn', 'lucid', 'rio']"
1731,E s'io mi doglio Amore,,6,"[""s'io"", 'doglio', 'amore']",Luca Marenzio,"['complain', 'love']"
1732,Di nettare amoroso ebro la mente (prima parte) Sonar le labbra (seconda parte),,6,"['nettare', 'amoroso', 'ebro', 'mente', '(prima', 'parte)', 'sonar', 'labbra', '(seconda', 'parte)']",Luca Marenzio,"['amorous', 'nectar', 'ebro', 'mind', '(first', 'part)', 'sonar', 'lips', '(second', 'part)']"
1733,La dipartita è amara,,6,"['dipartita', 'amara']",Luca Marenzio,"['departure', 'bitter']"
1734,Strinse Amarilli il vago suo Fileno,,6,"['strinse', 'amarilli', 'vago', 'fileno']",Luca Marenzio,"['amarilli', 'squeezed', 'vague', 'fileno']"
1735,Mentre sul far del giorno,,6,"['mentre', 'far', 'giorno']",Luca Marenzio,['daybreak']
1736,Crudel perche mi fuggi,,6,"['crudel', 'perche', 'fuggi']",Luca Marenzio,"['cruel', 'flee']"
1737,Su l'ampia fronte il cresp'oro lucente (prima parte) Io che forma celeste in terra scorsi (seconda parte),,6,"[""l'ampia"", 'fronte', ""cresp'oro"", 'lucente', '(prima', 'parte)', 'forma', 'celeste', 'terra', 'scorsi', '(seconda', 'parte)']",Luca Marenzio,"['broad', 'forehead', 'shiny', 'gold', 'cresp', '(first', 'part)', 'form', 'heavenly', 'earth', 'past', '(second', 'part)']"
1738,Deh rinforzate il vostro largo pianto,,6,"['deh', 'rinforzate', 'largo', 'pianto']",Luca Marenzio,"['please', 'reinforce', 'deep', 'weeping']"
1739,Nessun visse giamai piu di me lieto,,6,"['nessun', 'visse', 'giamai', 'piu', 'lieto']",Luca Marenzio,"['one', 'ever', 'lived', 'happier']"
1740,Parto da voi mio sole,,6,"['parto', 'sole']",Luca Marenzio,"['leave', 'sun']"
1741,Non è questa la mano,,6,['mano'],Luca Marenzio,['hand']
1742,Tigre mia se ti pesa,,6,"['tigre', 'pesa']",Luca Marenzio,"['tiger', 'weighs']"
1743,Donò Cinthia a Damone,,6,"['donò', 'cinthia', 'damone']",Luca Marenzio,"['gave', 'cinthia', 'damone']"
1744,O che soave e non inteso baccio,,6,"['soave', 'inteso', 'baccio']",Luca Marenzio,"['sweet', 'unintended', 'kiss']"
1745,Potro viver io piu se senza luce,,6,"['potro', 'viver', 'piu', 'senza', 'luce']",Luca Marenzio,"['able', 'live', 'longer', 'without', 'light']"
1746,Cantate Ninfe leggiadrette e belle,,6,"['cantate', 'ninfe', 'leggiadrette', 'belle']",Luca Marenzio,"['sing', 'graceful', 'beautiful', 'nymphs']"
1747,Tra l'herbe a pie d'vn mirto che'l copriua (prima parte) Per più gradirla co' lasciui amori,,6,"[""l'herbe"", 'pie', ""d'vn"", 'mirto', ""che'l"", 'copriua', '(prima', 'parte)', 'gradirla', ""co'"", 'lasciui', 'amori']",Luca Marenzio,"['among', 'grass', 'foot', 'myrtle', 'covers', '(part', 'one)', 'better', 'appreciate', 'love', 'left']"
1748,Come fuggir per selu'ombrosa e folta,,6,"['fuggir', ""selu'ombrosa"", 'folta']",Luca Marenzio,"['flee', 'shady', 'thick', 'forest']"
1749,Ecco che'l ciel a noi chiar' & sereno (prima parte) Ecco che mill'augei co[n] dolci accenti (seconda parte),,6,"['ecco', ""che'l"", 'ciel', ""chiar'"", '&', 'sereno', '(prima', 'parte)', 'ecco', ""mill'augei"", 'co[n]', 'dolci', 'accenti', '(seconda', 'parte)']",Luca Marenzio,"['ecco', ""che'l"", 'ciel', 'clear', '&', 'serene', '(first', 'part)', 'ecco', ""mille'augei"", 'co[n]', 'sweet', 'accents', '(second', 'part)']"
1750,Qual per ombrose et verdegianti valli [prima parte] Puot'aguagliar l'alto piacer (seconda parte),,6,"['qual', 'ombrose', 'verdegianti', 'valli', '[prima', 'parte]', ""puot'aguagliar"", ""l'alto"", 'piacer', '(seconda', 'parte)']",Luca Marenzio,"['shady', 'verdant', 'valleys', '[first', 'part]', 'equal', 'high', 'pleasure', '(second', 'part)']"
1751,Cedan l'antiche tue chiare vittorie (prima parte) Mentre nouella alma Vittoria (seconda parte),,6,"['cedan', ""l'antiche"", 'chiare', 'vittorie', '(prima', 'parte)', 'mentre', 'nouella', 'alma', 'vittoria', '(seconda', 'parte)']",Luca Marenzio,"['cedan', ""l'antiche"", 'clear', 'victories', '(first', 'part)', 'nouella', 'alma', 'vittoria', '(second', 'part)']"
1752,Bianchi Cigni e canori (prima parte) Alzate il nouo Lauro oltra le stelle (seconda parte) Guidate dolci & amorosi balli (terza parte),,6,"['bianchi', 'cigni', 'canori', '(prima', 'parte)', 'alzate', 'nouo', 'lauro', 'oltra', 'stelle', '(seconda', 'parte)', 'guidate', 'dolci', '&', 'amorosi', 'balli', '(terza', 'parte)']",Luca Marenzio,"['white', 'swans', 'songbirds', '(first', 'part)', 'raise', 'new', 'lauro', 'beyond', 'stars', '(second', 'part)', 'drive', 'sweet', '&', 'loving', 'dances', '(third', 'part)']"
1753,Filli mia bella a Dio,,6,"['filli', 'bella', 'dio']",Luca Marenzio,"['filli', 'beauty', 'god']"
1754,Come inanti de l'alba ruggiadosa [prima parte] Cosi questa di cui canto gl'honori (seconda parte),,6,"['inanti', ""l'alba"", 'ruggiadosa', '[prima', 'parte]', 'cosi', 'canto', ""gl'honori"", '(seconda', 'parte)']",Luca Marenzio,"['dewy', 'dawn', '[first', 'part]', 'one', 'whose', 'honor', 'sing', '(second', 'part)']"
1755,Vita de la mia vita,,6,"['vita', 'vita']",Luca Marenzio,"['life', 'life']"
1756,Quell'ombra esser vorei,,6,"[""quell'ombra"", 'esser', 'vorei']",Luca Marenzio,"['would', 'like', 'shadow']"
1757,Da i bei labri di rose aura tranquilla,,6,"['labri', 'rose', 'tranquilla']",Luca Marenzio,"['beautiful', 'rose', 'wrasses', 'tranquil']"
1758,Questa ordi il laccio,,6,"['ordi', 'laccio']",Luca Marenzio,"['orders', 'snare']"
1759,Leggiadre Ninfe e Pastorelli amanti ,,6,"['leggiadre', 'ninfe', 'pastorelli', 'amanti']",Luca Marenzio,"['graceful', 'nymphs', 'loving', 'shepherds']"
1760,Candide perle e voi labbra ridenti,Antonio Bicci,6,"['candide', 'perle', 'labbra', 'ridenti']",Luca Marenzio,"['candid', 'pearls', 'laughing', 'lips']"
1761,Ben mi credetti gia d'esser felice,,6,"['ben', 'credetti', 'gia', ""d'esser"", 'felice']",Luca Marenzio,"['well', 'already', 'thought', 'happy']"
1762,Vaneggio od è pur vero,,6,"['vaneggio', 'od', 'pur', 'vero']",Luca Marenzio,"[""i'm"", 'raving', 'true']"
1763,Mentre fia caldo il sol fredda la neue,,6,"['mentre', 'fia', 'caldo', 'sol', 'fredda', 'neue']",Luca Marenzio,"['sun', 'hot', 'neue', 'cold']"
1764,Basti fin qui le pene,,6,"['basti', 'fin', 'pene']",Luca Marenzio,"['penalties', 'suffice', 'far']"
1765,Leggiadrissima eterna primauera (Seconda parte: Già le Muse),,6,"['leggiadrissima', 'eterna', 'primauera', '(seconda', 'parte', 'già', 'muse)']",Luca Marenzio,"['graceful', 'eternal', 'primauera', '(second', 'part', 'already', 'muses)']"
1766,Leggiadre ninfe e pastorelli amanti,,6,"['leggiadre', 'ninfe', 'pastorelli', 'amanti']",Luca Marenzio,"['graceful', 'nymphs', 'loving', 'shepherds']"
1767,Candide perle e voi,del S. Antonio Bicci,6,"['candide', 'perle']",Luca Marenzio,"['candid', 'pearls']"
1768,Come fuggir per selu’ombrosa e folta,,6,"['fuggir', 'selu’ombrosa', 'folta']",Luca Marenzio,"['flee', 'shady', 'bushy', 'selu']"
1769,Ecco che’l ciel à noi chiar’ & sereno (Seconda parte: Ecco che mill’augei),,6,"['ecco', 'che’l', 'ciel', 'chiar’', '&', 'sereno', '(seconda', 'parte', 'ecco', 'mill’augei)']",Luca Marenzio,"['ecco', ""che'l"", 'ciel', 'clear', '&', 'serene', '(second', 'part', 'ecco', ""mille'augei)""]"
1770,Spiri dolce Fauonio (Seconda parte: Tacciano i venti),,6,"['spiri', 'dolce', 'fauonio', '(seconda', 'parte', 'tacciano', 'venti)']",Luca Marenzio,"['spiri', 'dolce', 'fauonio', '(second', 'part', 'silence', 'winds)']"
1771,Giunt’à vn bel font’,,6,"['giunt’à', 'vn', 'bel', 'font’']",Luca Marenzio,"[""giunt'à"", 'vn', 'bel', 'font']"
1772,Nel dolce seno della bella Clori Tirsi (Seconda parte: Perche l’una e l’altr’alma insieme scocchi),,6,"['dolce', 'seno', 'bella', 'clori', 'tirsi', '(seconda', 'parte', 'perche', 'l’una', 'l’altr’alma', 'insieme', 'scocchi)']",Luca Marenzio,"['sweet', 'bosom', 'beautiful', 'clori', 'tirsi', '(second', 'part', 'one', 'soul', 'shoots', 'together)']"
1773,Amatemi ben mio,,6,"['amatemi', 'ben']",Luca Marenzio,"['love', 'dear']"
1774,Con la sua man la mia Madonn’,,6,['madonn’'],Luca Marenzio,"['hand', 'madonna']"
1775,S’a veder voi non vengo,,6,"['s’a', 'veder', 'vengo']",Luca Marenzio,"[""i'm"", 'coming', 'see']"
1776,Baci soaui e cari : canzon (Seconda parte: Baci amorosi e belli ,,6,"['baci', 'soaui', 'cari', 'canzon', '(seconda', 'parte', 'baci', 'amorosi', 'belli']",Luca Marenzio,"['baci', 'soavi', 'cari', 'canzon', '(second', 'part', 'baci', 'amorosi', 'belli']"
1777,Terza parte: Baci affammati e’ngordi ,,6,"['terza', 'parte', 'baci', 'affammati', 'e’ngordi']",Luca Marenzio,"['third', 'part', 'hungry', 'kisses', 'ngordi']"
1778,Quarta parte: Baci cortesi e grati ,,6,"['quarta', 'parte', 'baci', 'cortesi', 'grati']",Luca Marenzio,"['fourth', 'part', 'courteous', 'grateful', 'kisses']"
1779,Quinta & vltima parte: Baci ohime no[n] mirate),,6,"['quinta', '&', 'vltima', 'parte', 'baci', 'ohime', 'no[n]', 'mirate)']",Luca Marenzio,"['fifth', 'last', 'part', 'kiss', 'oh', '[n]', 'wonder)']"
1780,Viurò dunque lontano,,6,"['viurò', 'dunque', 'lontano']",Luca Marenzio,"['travel', 'far']"
1781,Deh poi ch’era ne’ fati,Luca Marenzio,5,"['deh', 'poi', 'ch’era', 'ne’', 'fati']",Luca Marenzio,"['ah', 'fates']"
1782,Quell’augellin che canta,Luca Marenzio,5,"['quell’augellin', 'canta']",Luca Marenzio,"['little', 'bird', 'sings']"
1783,Prima parte. Cruda Amarilli che co'l nom'ancora Seconda parte. Ma grideran per me le piagg'e i monti,Luca Marenzio,5,"['prima', 'parte', 'cruda', 'amarilli', ""co'l"", ""nom'ancora"", 'seconda', 'parte', 'grideran', ""piagg'e"", 'monti']",Luca Marenzio,"['first', 'part', 'cruda', 'amarilli', ""co'l"", ""nom'ancora"", 'second', 'part', 'plains', 'mountains', 'cry']"
1784,O disaventurosa acerba sorte,Luca Marenzio,5,"['disaventurosa', 'acerba', 'sorte']",Luca Marenzio,"['unlucky', 'one', 'gets', 'lucky']"
1785,Al lume de le stelle,Luca Marenzio,5,"['lume', 'stelle']",Luca Marenzio,"['lume', 'stelle']"
1786,Ami Tirsi e me’l neghi,Luca Marenzio,5,"['ami', 'tirsi', 'me’l', 'neghi']",Luca Marenzio,"['love', 'tirsi', 'deny']"
1787,Prima parte. O dolcezz' amarissime d’amore Seconda parte. Qui pur vedroll'al suon de miei sospiri,Luca Marenzio,5,"['prima', 'parte', ""dolcezz'"", 'amarissime', 'd’amore', 'seconda', 'parte', 'pur', ""vedroll'al"", 'suon', 'sospiri']",Luca Marenzio,"['first', 'part', 'bitter', 'sweetness', 'love', 'second', 'part', 'see', 'sound', 'sighs']"
1788,Sospir nato de fuoco,Luca Marenzio,5,"['sospir', 'nato', 'fuoco']",Luca Marenzio,"['sigh', 'born', 'fire']"
1789,Arda pur sempr’o mora,Luca Marenzio,5,"['arda', 'pur', 'sempr’o', 'mora']",Luca Marenzio,"['burn', 'pur', ""sempr'o"", 'mora']"
1790,Prima parte. Questi vaghi concenti Seconda parte. Dhe se potessi anch'io,Luca Marenzio,5,"['prima', 'parte', 'vaghi', 'concenti', 'seconda', 'parte', 'dhe', 'potessi', ""anch'io""]",Luca Marenzio,"['first', 'part', 'vague', 'hints', 'second', 'part', 'dhe', 'could']"
1791,O fido o caro Aminta,Luca Marenzio,5,"['fido', 'caro', 'aminta']",Luca Marenzio,"['fido', 'dear', 'aminta']"
1792,O Mirtillo Mirtillo anima mia,Luca Marenzio,5,"['mirtillo', 'mirtillo', 'anima']",Luca Marenzio,"['blueberry', 'blueberry', 'soul']"
1793,Dhe dolc'anima mia,Antonio Bicci,5,"['dhe', ""dolc'anima""]",Luca Marenzio,"[""dolc'anima""]"
1794,Come è dolce il gioire o vago Tirsi,Luca Marenzio,5,"['dolce', 'gioire', 'vago', 'tirsi']",Luca Marenzio,"['sweet', 'rejoice', 'vague', 'tirsi']"
1795,Prima parte. Care mie Selve a Dio Seconda parte.Cosi ch'il crederia,Luca Marenzio,5,"['prima', 'parte', 'care', 'selve', 'dio', 'seconda', 'parte', 'cosi', ""ch'il"", 'crederia']",Luca Marenzio,"['first', 'part', 'dear', 'forests', 'god', 'second', 'part', 'crederia']"
1796,Tirsi mio caro Tirsi,Luca Marenzio,5,"['tirsi', 'caro', 'tirsi']",Luca Marenzio,"['tirsi', 'dear', 'tirsi']"
1797,Ombrose e care selve,Luca Marenzio,5,"['ombrose', 'care', 'selve']",Luca Marenzio,"['shady', 'dear', 'woods']"
1798,Uscite à mille,,5,"['uscite', 'mille']",D. (Domenico) Mazzocchi,"['uscite', 'thousand']"
1799,Pian piano,,5,"['pian', 'piano']",D. (Domenico) Mazzocchi,['slowly']
1800,Di marmo siete voi,,5,['marmo'],D. (Domenico) Mazzocchi,['marble']
1801,"Fuggi, fuggi",,5,"['fuggi', 'fuggi']",D. (Domenico) Mazzocchi,"['run', 'away', 'run', 'away']"
1802,Non vedete Pastori,,5,"['vedete', 'pastori']",D. (Domenico) Mazzocchi,"['see', 'shepherds']"
1803,Solo i colli beati,,5,"['solo', 'colli', 'beati']",D. (Domenico) Mazzocchi,"['blessed', 'necks']"
1804,Se'i languidi miei sguardi,,2,"[""se'i"", 'languidi', 'sguardi']",Claudio Monteverdi,"['languid', 'looks']"
1805,Se pur destina e vol il Cielo,,2,"['pur', 'destina', 'vol', 'cielo']",Claudio Monteverdi,"['heaven', 'destines', 'flies']"
1806,Sparga al girar de l’onde,,5,"['sparga', 'girar', 'l’onde']",Giovanni Battista Mosto,"['sparga', 'wave', 'turns']"
1807,Non mi curo che’l mo[n]do mi riprenda (seconda parte: Cosi dice ridendo),,5,"['curo', 'che’l', 'mo[n]do', 'riprenda', '(seconda', 'parte', 'cosi', 'dice', 'ridendo)']",Giovanni Battista Mosto,"['care', 'world', 'take', 'back', '(second', 'part', 'says', 'laughing)']"
1808,O liete piante o colli ameni (seconda parte: O secrete e fresch’ombre),Claudio da Correggio,5,"['liete', 'piante', 'colli', 'ameni', '(seconda', 'parte', 'secrete', 'fresch’ombre)']",Giovanni Battista Mosto,"['happy', 'plants', 'pleasant', 'hills', '(second', 'part', 'secrete', ""fresch'ombre)""]"
1809,Locar sopra gl’abissi (seconda parte: Signor fu poc’a la tua gra[n] possanza),,5,"['locar', 'sopra', 'gl’abissi', '(seconda', 'parte', 'signor', 'poc’a', 'gra[n]', 'possanza)']",Giovanni Battista Mosto,"['locar', 'sopra', ""gl'abissi"", '(second', 'part', 'lord', 'little', 'grace)']"
1810,Quivi sospiri pia[n]t’et alti guai,,5,"['quivi', 'sospiri', 'pia[n]t’et', 'alti', 'guai']",Giovanni Battista Mosto,"['quivi', 'sighs', ""pia[n]t'et"", 'alti', 'guai']"
1811,Rugiadose dolcezze in matutini (seconda parte: Deh chi mi rupe’l sonn’al gran bisogno),,5,"['rugiadose', 'dolcezze', 'matutini', '(seconda', 'parte', 'deh', 'rupe’l', 'sonn’al', 'gran', 'bisogno)']",Giovanni Battista Mosto,"['rugiadose', 'dolcezze', 'matutini', '(second', 'part', 'deh', ""rupe'l"", ""sonn'al"", 'gran', 'dono)']"
1812,Lasso che desiando vo quell ch’esser,Claudio da Correggio,5,"['lasso', 'desiando', 'vo', 'quell', 'ch’esser']",Giovanni Battista Mosto,"['although', 'desire']"
1813,Si dolce m’e languire amor,,5,"['dolce', 'm’e', 'languire', 'amor']",Giovanni Battista Mosto,"['yes', 'sweet', 'love', 'languishes']"
1814,Due rose nate ambe d’un herba istessa,,5,"['due', 'rose', 'nate', 'ambe', 'd’un', 'herba', 'istessa']",Giovanni Battista Mosto,"['two', 'roses', 'born', 'herb']"
1815,Fuor de’ lacci [d’amor lieto vivea],,5,"['fuor', 'de’', 'lacci', '[d’amor', 'lieto', 'vivea]']",Giovanni Battista Mosto,"['laces', '[of', 'happy', 'love', 'lived]']"
1816,Canzon. Chi e fermato di menar sua vita) (seconda parte: Laura suave a cui govern’e vela) (terza parte: Chiuso gran te[m]po in questo cieco) (quarta parte: Come lume di notte in alcun porto) (quinta parte: Non per ch’io sia securo) (sesta parte: S’io esca vivo de’ dubiosi scogli),,5,"['canzon', 'fermato', 'menar', 'vita)', '(seconda', 'parte', 'laura', 'suave', 'govern’e', 'vela)', '(terza', 'parte', 'chiuso', 'gran', 'te[m]po', 'cieco)', '(quarta', 'parte', 'lume', 'notte', 'alcun', 'porto)', '(quinta', 'parte', 'ch’io', 'securo)', '(sesta', 'parte', 's’io', 'esca', 'vivo', 'de’', 'dubiosi', 'scogli)']",Giovanni Battista Mosto,"['song', 'stopped', 'leading', 'life)', '(second', 'part', 'laura', 'suave', ""govern'e"", 'vela)', '(third', 'part', 'closed', 'long', 'time', '[m]po', 'blind', 'man)', '(fourth', 'part', 'light', 'night', 'port)', '(fifth', 'part', ""ch'io"", 'securo)', '(sixth', 'part', ""s'io"", 'esca', 'vivo', 'de', 'dubiosi', 'scogli)']"
1817,Harebbe o Leonora l’angelico tuo viso,,5,"['harebbe', 'leonora', 'l’angelico', 'viso']",Giovanni Battista Mosto,"['leonora', 'would', 'angelic', 'face']"
1818,Quanto piu cruda sete Donna tanto per voi piu m’ard’amore,,5,"['piu', 'cruda', 'sete', 'donna', 'tanto', 'piu', 'm’ard’amore']",Giovanni Battista Mosto,"['rawer', 'donna', 'love']"
1819,Ecco a 10. Ecco s’in questi boschi è la mia Fili,,5,"['ecco', '10', 'ecco', 's’in', 'boschi', 'fili']",Giovanni Battista Mosto,"['10', 'fili', 'woods']"
1820,Qvesto vostro fuggire,,5,"['qvesto', 'fuggire']",Giovanni Maria Nanino,['escape']
1821,Non veggio oue scampiar mi poss’homai (seconda parte: El’imagini lor son si consparte),,5,"['veggio', 'oue', 'scampiar', 'poss’homai', '(seconda', 'parte', 'el’imagini', 'lor', 'consparte)']",Giovanni Maria Nanino,"['veggio', 'oue', 'scampiar', ""poss'homai"", '(second', 'part', ""el'imagini"", 'lor', 'consparte)']"
1822,Dhe coralli ridenti,,5,"['dhe', 'coralli', 'ridenti']",Giovanni Maria Nanino,"['laughing', 'corals']"
1823,Amor mi fa morire,,5,"['amor', 'fa', 'morire']",Giovanni Maria Nanino,"['love', 'makes']"
1824,Ne mai si lieto le chiarissim’ondele,,5,"['mai', 'lieto', 'chiarissim’ondele']",Giovanni Maria Nanino,"['never', 'pleased', 'clear', 'waves']"
1825,L’auror’ e’l giorn’e’l sole,,5,"['l’auror’', 'e’l', 'giorn’e’l', 'sole']",Giovanni Maria Nanino,"['dawn', 'day', 'sun']"
1826,Non son’ le vostre mani,,5,"['son’', 'mani']",Giovanni Maria Nanino,['hands']
1827,In su la destra parte,di Gio. Belardino Nanino,5,"['destra', 'parte']",Giovanni Maria Nanino,"['right', 'side']"
1828,Sopra il vago Esquilin’un tempio sorge (seconda parte: Qviui che piu di pura et fredda neue),,5,"['sopra', 'vago', 'esquilin’un', 'tempio', 'sorge', '(seconda', 'parte', 'qviui', 'piu', 'pura', 'fredda', 'neue)']",Giovanni Maria Nanino,"['vague', 'esquilin', 'temple', 'rises', '(second', 'part', 'qviui', 'pura', 'cold', 'neue)']"
1829,Da bei vostr’occhi et dal soaue riso,,5,"['vostr’occhi', 'soaue', 'riso']",Giovanni Maria Nanino,"['beautiful', 'eyes', 'sun', 'laughter']"
1830,Credetel voi che non sentite amore,,5,"['credetel', 'sentite', 'amore']",Giovanni Maria Nanino,"['believe', 'feel', 'love']"
1831,Di Venere tentò gra[n] tempo il figlio (seconda parte: On d’ei sdegn’acceso a querr’aperta),,5,"['venere', 'tentò', 'gra[n]', 'tempo', 'figlio', '(seconda', 'parte', 'd’ei', 'sdegn’acceso', 'querr’aperta)']",Giovanni Maria Nanino,"['venus', 'tried', 'long', 'time', '(second', 'part', ""d'ei"", ""disdegn'acceso"", ""querr'aperta)""]"
